2326417,24.4251,19.0241,-123.151
2326643,20.5476,20.7449,-126.774
2326733,21.2614,21.164,-129.87
2326823,21.8241,19.9088,-134.371
2326916,7.9741,25.667,-137.98
2327013,10.923,18.8643,-142.675
2327112,5.97338,57.9696,-144.612
2327205,18.3058,59.7411,-146.346
2327299,23.317,57.9545,-135.933
2327394,35.0433,57.465,-134.433
2327485,47.8025,50.2575,-129.559
2327579,44.7679,41.8574,-133.009
2327671,39.5084,39.2188,-135.446
2327766,32.4312,40.9204,-135.931
2327860,-7.48625,61.3974,-144.057
2327957,-27.4831,54.5072,-145.879
2328070,-45.4443,45.2703,-149.314
2328164,-49.0392,36.5117,-144.297
2328264,-51.9336,62.575,-173.861
2328357,-64.3059,51.1597,-167.85
2328453,-57.1097,50.8471,-162.367
2328548,-56.9099,50.8802,-161.831
2328647,-42.3752,68.9157,-143.118
2328743,-41.9056,69.4899,-142.857
2328840,-41.9042,69.4892,-142.857
2328932,-24.5126,60.5202,-122.411
2329026,-5.20117,53.6556,-123.202
2329120,11.5694,56.2781,-98.3677
2329213,9.39707,54.3695,-97.2608
2329305,26.7291,50.8366,-88.2491
2329397,26.7891,42.9657,-105.924
2329533,-2.10134,48.1614,-130.178
2329626,-46.509,42.9303,-140.689
2329730,-61.1512,58.7701,-170.084
2329829,-59.8188,61.0261,-176.779
2329934,-62.1151,52.4393,179.964
2330033,-38.9856,66.6754,169.475
2330134,-34.6083,83.3619,154.571
2330246,-43.4636,87.8538,148.699
2330356,-36.6918,87.2005,150.037
2330462,-40.6571,73.2791,165.522
2330555,-46.445,20.1101,-176.739
2330648,-55.2694,22.9013,-142.289
2330744,-12.135,38.6418,-143.54
2330839,-18.7325,47.534,-146.591
2330934,-19.9371,44.4431,-149.579
2331026,-44.8289,64.013,-125.78
2331131,-57.8546,48.1809,-112.327
2331220,-49.5579,55.1246,-109.147
2331314,-43.4087,58.8725,-109.21
2331404,23.9578,63.7684,-134.766
2331494,0.799829,42.967,-158.272
2331590,-9.25835,14.3754,-172.43
2331685,4.02155,42.1056,175.166
2331779,-1.04977,54.0158,171.118
2331871,1.329,47.6178,-162.454
2331962,-10.4804,49.387,-173.338
2332069,-22.1532,45.7089,176.482
2332180,-23.0305,45.8639,176.224
2332278,-15.8133,52.6077,-178.71
2332370,5.66687,54.9026,-164.647
2332460,47.6499,38.8352,171.166
2332566,54.4799,46.3631,178.301
2332659,59.3315,59.6762,-167.571
2332749,63.6334,64.8975,-163.457
2332839,58.7169,69.0359,-156.909
2332932,63.5131,73.1365,-154.803
2333028,66.0134,69.198,-157.141
2333123,65.4877,71.2167,-154.458
2333215,64.675,72.686,-152.315
2333307,25.672,76.0737,-124.348
2333403,-4.6918,71.9821,-102.619
2333495,-4.8365,71.3081,-102.294
2333588,-11.9228,47.9006,-82.873
2333682,2.88249,31.7461,-99.0992
2333775,-10.2807,45.3626,-92.6076
2333865,-31.5997,55.0097,-98.6811
2333955,-35.4008,27.4517,-72.5205
2334067,-25.4551,33.3845,-87.8521
2334165,-18.29,35.6592,-101.889
2334273,-12.8807,32.6352,-112.144
2334370,-45.4917,6.99616,-54.6694
2334465,-50.9443,11.9471,-62.9724
2334562,-47.1035,29.533,-84.5215
2334660,-53.8521,29.3315,-79.1093
2334770,-77.1179,16.8723,-132.706
2334865,-12.7009,70.5024,140.609
2334964,-23.8997,40.2405,166.381
2335077,-44.7867,54.9032,176.752
2335186,-40.4845,74.0314,135.727
2335286,-23.8828,59.3566,166.921
2335379,-25.042,39.5683,-148.214
2335471,2.61535,72.489,172.378
2335580,2.62949,72.5055,172.377
2335673,2.62949,72.5055,172.377
2335765,-20.2353,66.9368,-174.071
2335864,-20.0766,60.0134,177.954
2335956,-16.9863,62.3875,174.738
2336050,-17.601,32.1627,164.34
2336144,20.1952,44.8409,-102.332
