2326540,-7.88981,31.8585,-127.77
2326670,-4.19648,32.4237,-130.869
2326760,3.29344,32.5783,-132.714
2326853,9.33098,15.1983,-126.393
2326949,11.2117,-41.6661,-109.536
2327045,16.2219,-110.235,-100.598
2327141,13.126,-148.772,-98.3274
2327237,6.09781,-155.905,-96.6637
2327326,0.661854,-143.975,-102.468
2327421,-4.71611,-94.6376,-109.766
2327513,-8.48119,-45.3524,-118.076
2327606,-10.5879,-2.33111,-129.031
2327701,-10.5879,-2.33111,-129.031
2327797,-1.37283,28.6786,-137.176
2327893,5.04408,35.2297,-137.266
2327989,9.46503,40.2108,-137.014
2328101,11.8145,43.1647,-133.982
2328197,9.82159,38.6791,-125.358
2328293,7.14658,6.02874,-109.861
2328389,9.22689,-45.1069,-97.2966
2328485,14.4887,-95.9525,-94.1895
2328581,15.5777,-130.999,-93.8392
2328677,10.8142,-147.069,-90.827
2328773,5.12282,-160.209,-86.6105
2328869,0.242498,-167.459,-84.4035
2328965,-1.61114,-160.149,-91.0813
2329053,-1.76519,-153.268,-99.1074
2329147,-2.61631,-143.036,-109.658
2329240,-2.73979,-130.749,-127.319
2329333,1.71726,-107.934,-145.441
2329429,6.05738,-79.6386,-153.218
2329562,9.98145,-58.9863,-159.256
2329666,10.1863,-42.7127,-162.054
2329765,10.3982,-24.127,-166.898
2329872,14.0311,-18.5931,-173.526
2329973,18.1347,-22.1371,-176.907
2330069,19.4087,-16.5493,-166.573
2330181,17.357,-7.57269,-148.949
2330292,14.7943,-7.27177,-132.514
2330399,12.9351,-15.7133,-120.111
2330489,13.3142,-23.7941,-109.463
2330582,11.7038,-25.329,-94.3411
2330677,12.2993,-29.1638,-83.8279
2330773,13.1737,-39.1796,-80.9898
2330869,9.8171,-46.0289,-83.5554
2330965,5.00432,-56.156,-91.0599
2331053,2.41262,-63.5045,-99.7951
2331158,-1.1336,-67.1458,-112.079
2331253,-2.46122,-69.7563,-121.336
2331343,-1.64316,-80.7907,-127.632
2331431,0.81986,-114.384,-135.849
2331525,2.31436,-134.735,-140.378
2331621,4.05051,-146.719,-142.996
2331717,8.58492,-127.963,-145.824
2331806,13.8309,-91.903,-145.887
2331898,17.1128,-54.4276,-141.587
2332005,18.7078,-24.0934,-133.247
2332117,21.3004,6.75526,-121.267
2332213,20.4343,36.368,-109.79
2332309,14.0944,43.23,-103.344
2332397,10.8039,21.6543,-95.0396
2332487,18.7527,-29.3431,-85.2195
2332597,28.394,-93.2651,-87.9233
2332688,28.0743,-123.008,-90.4798
2332776,23.578,-140.179,-90.2053
2332869,18.8639,-144.158,-89.7332
2332965,11.5928,-141.38,-90.7293
2333061,0.647108,-127.58,-92.5494
2333152,-11.7784,-104.883,-97.9157
2333242,-24.6633,-72.1687,-106.256
2333335,-34.6089,-26.0216,-122.025
2333432,-35.0852,17.2106,-141.231
2333525,-35.0852,17.2106,-141.231
2333621,-35.0852,17.2106,-141.231
2333709,-35.0852,17.2106,-141.231
2333802,-35.0852,17.2106,-141.231
2333893,-35.0852,17.2106,-141.231
2333982,-35.0852,17.2106,-141.231
2334101,-35.0852,17.2106,-141.231
2334209,19.3212,-0.139775,-148.504
2334309,25.78,-0.330795,-146.273
2334405,33.3352,1.68832,-142.129
2334501,37.7427,6.02903,-136.843
2334597,40.4391,5.27848,-132.526
2334706,46.1888,13.7305,-122.441
2334805,47.0045,22.0325,-112.698
2334901,41.6866,22.4032,-107.958
2335013,33.9132,20.6874,-102.057
2335125,27.4374,17.1073,-97.9514
2335221,25.7201,-9.3871,-89.7421
2335317,30.2218,-64.4282,-82.4466
2335406,33.7418,-106.165,-84.2722
2335498,30.8049,-139.345,-91.4492
2335607,20.1235,-154.158,-97.6548
2335701,9.65648,-160.325,-101.804
2335797,-0.0801911,-163.94,-105.782
2335893,-7.96129,-165.813,-109.922
2335989,-15.4638,-165.087,-115.285
2336077,-15.4638,-165.087,-115.285
2336171,-15.4638,-165.087,-115.285
